2018;4;26;16;0;29.57;24.00;1010.60;0.20;0.40;0.00;0.00;88.00;17.00;88.00;10.00;3.83;720.90;6.49;123.69;5.80;119.74;5.19;123.69;5.04;126.656;867.7;
2018;4;26;17;0;29.41;24.00;1010.70;0.30;0.10;0.00;0.00;96.00;17.00;96.00;10.00;0.00;612.32;5.80;119.74;5.50;121.61;5.35;132.27;6.12;74.317;805.89;
2018;4;26;18;0;28.79;25.00;1010.30;0.20;0.00;0.00;0.00;30.00;28.00;30.00;10.00;40.85;305.27;5.00;120.26;4.83;116.57;4.33;131.63;5.76;100.6;683.03;
2018;4;26;19;0;28.11;27.00;1010.60;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;264.33;4.55;108.43;4.74;98.75;3.42;108.43;6.48;76.533;389.63;
2018;4;26;20;0;26.10;32.00;1010.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.89;133.50;5.86;100.62;7.42;104.04;4.69;94.40;7.56;18.753;0.0;
2018;4;26;21;0;24.45;35.00;1010.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.23;6.03;72.65;9.36;112.62;5.80;97.13;7.92;0.559;0.0;
2018;4;26;22;0;22.53;40.00;1011.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.39;46.97;12.85;101.31;8.59;123.02;10.44;0;0.0;
2018;4;26;23;0;21.94;42.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.19;56.31;10.95;117.41;12.48;136.17;6.84;0;0.0;
2018;4;27;0;0;20.96;45.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.30;300.96;5.50;238.39;10.80;143.13;6.84;0;0.0;
2018;4;27;1;0;20.10;46.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.67;315.00;7.24;296.57;8.53;152.35;7.20;0;0.0;
2018;4;27;2;0;18.12;49.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.25;320.19;9.69;311.99;4.90;143.97;7.56;0;0.0;
2018;4;27;3;0;17.74;50.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.30;322.77;14.78;304.08;2.52;90.00;9.72;0;0.0;
2018;4;27;4;0;16.99;54.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.89;324.87;17.21;307.35;2.90;60.26;15.12;0;0.0;
2018;4;27;5;0;16.73;54.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.48;326.77;20.81;307.27;2.81;39.81;15.84;0;0.0;
2018;4;27;6;0;16.43;54.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.89;324.09;22.15;314.34;2.31;38.66;17.64;0;0.0;
2018;4;27;7;0;16.88;53.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.90;3.56;14.11;322.25;24.63;322.13;1.94;21.80;17.28;0.056;286.39;
2018;4;27;8;0;19.47;51.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;121.93;14.34;321.12;26.26;326.75;3.55;23.96;15.84;31.367;643.49;
2018;4;27;9;0;22.40;47.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;309.72;13.55;320.39;17.38;320.04;5.35;47.73;18.72;88.242;786.77;
2018;4;27;10;0;24.82;42.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;490.39;8.67;311.63;9.45;310.36;6.29;76.76;11.52;115.493;857.03;
2018;4;27;11;0;26.75;37.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;647.92;1.84;191.31;2.88;180.00;6.13;93.37;4.68;126.592;894.61;
2018;4;27;12;0;27.89;34.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;770.74;9.22;141.34;9.00;143.13;8.71;128.29;9.00;126.912;913.87;
2018;4;27;13;0;28.77;32.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;849.06;11.97;136.22;11.72;137.49;12.31;127.87;16.92;124.105;920.49;
2018;4;27;14;0;29.44;30.00;1012.50;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;868.64;14.58;122.91;14.83;119.05;16.31;112.04;15.48;123.751;916.17;
2018;4;27;15;0;29.74;27.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;853.51;13.18;124.99;13.48;124.11;14.51;119.74;14.04;125.541;899.84;
2018;4;27;16;0;29.91;26.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;779.64;13.48;124.11;13.28;122.83;14.51;119.74;13.68;124.388;866.84;
2018;4;27;17;0;29.70;27.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;657.71;14.08;122.47;14.58;122.91;15.63;118.93;14.04;122.326;805.42;
2018;4;27;18;0;29.11;28.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;500.18;15.00;120.26;15.81;120.07;16.90;116.57;15.12;108.826;683.73;
2018;4;27;19;0;28.15;31.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;323.07;15.29;116.57;18.03;116.05;17.92;112.44;15.84;74.968;394.79;
2018;4;27;20;0;24.69;41.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.90;136.17;13.90;106.56;26.07;107.68;23.21;113.78;21.24;35.72;0.0;
2018;4;27;21;0;22.20;45.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.23;11.57;84.64;26.40;95.48;24.31;117.32;21.24;0.488;0.0;
2018;4;27;22;0;20.23;50.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.41;86.19;14.17;117.22;26.56;116.57;15.48;0;0.0;
2018;4;27;23;0;20.94;47.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.04;360.00;2.97;75.96;30.02;112.57;14.40;0;0.0;
2018;4;28;0;0;20.35;47.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.99;352.23;4.33;355.24;24.49;114.30;1.80;0;0.0;
2018;4;28;1;0;19.81;46.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.03;336.50;6.95;338.75;21.26;118.30;4.68;0;0.0;
2018;4;28;2;0;18.14;47.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.83;331.56;12.39;324.46;18.58;121.53;8.28;0;0.0;
2018;4;28;3;0;17.47;48.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.38;326.31;16.64;321.15;16.12;119.43;7.92;0;0.0;
2018;4;28;4;0;16.93;49.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.10;323.47;18.08;315.81;15.73;105.95;8.64;0;0.0;
2018;4;28;5;0;16.78;50.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.31;322.13;22.77;309.23;17.08;108.43;18.36;0;0.0;
2018;4;28;6;0;16.49;51.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.54;320.83;24.77;305.54;16.17;106.82;19.44;0;0.0;
2018;4;28;7;0;16.71;51.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.21;4.45;11.46;316.27;25.68;301.24;19.48;106.09;19.44;0.088;296.16;
2018;4;28;8;0;19.64;48.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;126.38;10.80;306.87;24.20;300.38;23.38;99.75;16.56;28.921;645.71;
2018;4;28;9;0;22.65;42.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;314.17;9.03;293.50;15.78;297.15;31.14;100.66;15.48;85.029;786.94;
2018;4;28;10;0;23.93;39.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;493.06;3.60;143.13;0.51;135.00;37.11;98.37;12.96;110.287;856.49;
2018;4;28;11;0;25.53;39.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;649.70;15.63;128.45;15.91;127.65;30.55;98.13;22.68;115.625;893.77;
2018;4;28;12;0;27.11;36.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;749.38;24.49;114.30;27.42;113.20;30.97;107.59;29.52;123.252;912.89;
2018;4;28;13;0;27.65;35.00;1016.00;0.00;0.00;0.00;0.00;4.00;0.00;0.00;4.00;57.45;841.05;30.17;107.35;34.28;107.10;38.52;105.72;33.12;126.207;919.44;
2018;4;28;14;0;26.17;36.00;1016.30;0.00;0.00;0.00;0.00;5.00;0.00;0.00;5.00;56.81;768.96;31.66;107.20;35.55;105.87;40.86;104.28;33.12;124.612;915.12;
2018;4;28;15;0;27.78;36.00;1015.90;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;795.66;25.62;109.71;27.78;108.90;31.21;106.76;30.24;121.644;898.83;
2018;4;28;16;0;27.68;35.00;1015.10;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;726.24;23.24;106.19;24.63;105.26;27.18;101.46;24.84;89.86;865.99;
2018;4;28;17;0;27.22;35.00;1015.00;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;59.62;614.99;25.05;108.43;27.44;109.15;29.97;106.04;29.16;113.409;804.96;
2018;4;28;18;0;26.49;36.00;1015.00;0.00;0.00;0.00;0.00;1.80;6.00;0.00;0.00;58.85;504.63;24.59;107.90;27.45;106.77;29.80;101.85;28.44;106.655;684.4;
2018;4;28;19;0;25.39;38.00;1015.00;0.00;0.00;0.00;0.00;8.40;28.00;0.00;0.00;54.64;335.53;22.26;112.83;26.47;112.38;28.80;108.21;24.84;82.273;399.8;
2018;4;28;20;0;22.51;41.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.90;147.74;16.90;116.57;27.09;113.50;42.00;104.39;20.52;20.758;0.0;
2018;4;28;21;0;20.06;47.00;1015.70;0.00;0.00;0.00;0.00;3.60;12.00;0.00;0.00;0.00;7.12;9.98;115.64;22.55;118.61;41.00;106.84;19.44;0.424;0.0;
2018;4;28;22;0;19.08;50.00;1015.90;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;0.00;0.00;3.88;111.80;10.59;144.69;30.86;106.96;16.20;0;0.0;
2018;4;28;23;0;19.17;48.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.44;270.00;3.83;221.19;29.62;106.23;15.84;0;0.0;
2018;4;29;0;0;19.13;47.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.32;331.70;5.19;326.31;41.44;101.02;18.00;0;0.0;
2018;4;29;1;0;18.55;49.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.59;328.57;8.85;333.43;40.96;102.69;18.00;0;0.0;
2018;4;29;2;0;17.52;53.00;1016.90;0.00;0.00;0.00;0.00;3.00;10.00;0.00;0.00;0.00;0.00;6.61;330.64;4.80;12.99;45.26;101.94;18.72;0;0.0;
2018;4;29;3;0;17.26;56.00;1016.80;0.00;0.00;0.00;0.00;6.30;21.00;0.00;0.00;0.00;0.00;6.70;306.25;2.28;288.43;31.26;97.94;15.48;0;0.0;
2018;4;29;4;0;17.32;58.00;1016.20;0.00;0.00;0.00;0.00;4.80;16.00;0.00;0.00;0.00;0.00;9.00;306.87;10.18;315.00;14.04;67.38;10.08;0;0.0;
2018;4;29;5;0;17.35;59.00;1016.30;0.00;0.00;0.00;0.00;7.00;23.00;7.00;0.00;0.00;0.00;8.85;296.57;9.96;282.53;24.86;92.49;12.24;0;0.0;
2018;4;29;6;0;16.59;61.00;1016.50;0.00;0.00;0.00;0.00;23.00;10.00;23.00;0.00;0.00;0.00;9.22;308.66;10.54;277.85;30.60;89.33;14.04;0;0.0;
2018;4;29;7;0;14.49;66.00;1016.60;0.00;0.00;0.00;0.00;21.00;1.00;21.00;0.00;19.03;6.23;12.22;315.00;18.72;292.62;24.44;80.68;17.28;0.12;305.49;
2018;4;29;8;0;18.25;57.00;1016.60;0.00;0.00;0.00;0.00;31.00;6.00;31.00;0.00;40.21;140.62;10.64;293.96;22.09;289.03;23.80;86.53;18.00;5.202;647.8;
2018;4;29;9;0;19.62;55.00;1016.60;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;322.18;6.85;266.99;9.36;270.00;28.81;91.43;12.24;7.034;787.06;
2018;4;29;10;0;19.38;54.00;1016.30;0.00;0.00;0.00;0.00;100.00;100.00;100.00;2.00;0.00;349.77;0.72;180.00;0.80;206.57;34.60;77.99;15.48;21.763;855.92;
2018;4;29;11;0;19.52;54.00;1016.30;0.00;0.00;0.00;0.00;100.00;88.00;100.00;10.00;0.00;150.41;8.64;180.00;8.67;184.76;30.02;84.49;19.80;47.645;892.91;
2018;4;29;12;0;21.87;47.00;1016.00;0.00;0.00;0.00;0.00;100.00;11.00;100.00;0.00;0.00;505.52;8.47;167.74;7.64;171.87;26.37;94.70;16.56;121.053;911.9;
2018;4;29;13;0;23.48;41.00;1015.30;0.00;0.00;0.00;0.00;50.00;0.00;50.00;0.00;28.09;802.78;11.12;150.95;10.64;156.04;14.71;111.54;17.64;116.833;918.4;
2018;4;29;14;0;24.89;37.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;868.64;13.00;138.37;12.26;139.76;16.10;116.57;21.60;121.085;914.07;
2018;4;29;15;0;26.65;35.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;854.40;16.60;114.34;16.45;113.20;18.95;104.30;20.16;118.822;897.83;
2018;4;29;16;0;27.14;29.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;782.31;20.00;103.54;21.67;101.50;21.83;103.35;22.32;122.191;865.14;
2018;4;29;17;0;26.60;30.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;663.94;21.61;100.56;23.32;98.88;20.38;107.47;19.08;117.591;804.48;
2018;4;29;18;0;25.67;32.00;1012.70;0.00;0.00;0.00;0.00;10.00;0.00;10.00;0.00;53.62;490.39;18.56;108.08;20.04;107.78;20.83;108.12;18.72;91.798;685.05;
2018;4;29;19;0;24.80;34.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;317.73;16.92;113.84;19.05;112.20;20.99;112.17;21.60;77.346;404.68;
2018;4;29;20;0;21.57;43.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.91;142.40;10.51;128.05;17.87;124.33;16.06;109.65;17.28;20.414;0.0;
2018;4;29;21;0;19.48;45.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.01;7.59;148.57;13.25;132.80;17.25;113.36;16.20;0.237;0.0;
2018;4;29;22;0;18.48;48.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.01;201.04;8.28;180.00;21.52;107.53;14.40;0;0.0;
2018;4;29;23;0;18.46;47.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.19;234.46;6.76;205.20;26.99;99.21;13.32;0;0.0;
2018;4;30;0;0;18.73;47.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.29;293.63;3.96;270.00;33.67;96.14;9.36;0;0.0;
2018;4;30;1;0;17.76;49.00;1014.60;0.00;0.00;0.00;0.00;6.60;22.00;0.00;0.00;0.00;0.00;10.20;317.86;8.22;298.81;35.28;90.58;14.04;0;0.0;
2018;4;30;2;0;16.08;54.00;1015.00;0.00;0.00;0.00;0.00;1.80;6.00;0.00;0.00;0.00;0.00;11.97;316.22;15.83;287.20;26.64;90.00;6.48;0;0.0;
2018;4;30;3;0;15.31;56.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.28;319.40;25.50;300.55;12.61;88.36;10.80;0;0.0;
2018;4;30;4;0;14.88;59.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.04;320.60;26.87;305.18;4.33;85.24;14.76;0;0.0;
2018;4;30;5;0;14.62;59.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.82;321.84;21.95;311.01;2.74;23.20;16.56;0;0.0;
2018;4;30;6;0;14.37;60.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.28;319.40;21.99;309.69;3.89;33.69;18.00;0;0.0;
2018;4;30;7;0;14.44;61.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.79;6.23;14.77;316.97;24.76;310.87;3.89;56.31;18.00;0;314.39;
2018;4;30;8;0;17.96;51.00;1014.30;0.00;0.00;0.00;0.00;100.00;0.00;100.00;52.00;0.00;112.14;13.00;311.63;22.42;312.40;5.04;90.00;14.76;0;649.76;
2018;4;30;9;0;17.79;52.00;1014.30;0.00;0.00;0.00;0.00;100.00;31.00;100.00;100.00;0.00;85.44;13.83;308.66;23.40;306.87;0.00;180.00;21.60;1.867;787.13;
2018;4;30;10;0;20.87;45.00;1014.60;0.00;0.00;0.00;0.00;100.00;49.00;100.00;21.00;0.00;320.40;9.22;308.66;10.50;300.96;11.90;93.47;13.32;4.764;855.34;
2018;4;30;11;0;21.00;45.00;1014.50;0.00;0.10;0.00;0.00;100.00;100.00;100.00;100.00;0.00;400.50;7.79;236.31;10.70;250.35;16.65;111.57;11.16;12.27;892.05;
2018;4;30;12;0;22.55;44.00;1014.10;0.00;0.30;0.00;0.00;100.00;100.00;100.00;0.00;0.00;314.17;1.44;90.00;0.72;90.00;13.68;90.00;5.40;67.587;910.91;
2018;4;30;13;0;23.93;42.00;1014.00;0.00;0.00;0.00;0.00;100.00;57.00;100.00;0.00;0.00;647.92;6.92;152.10;6.29;156.37;11.54;86.42;11.16;48.697;917.35;
2018;4;30;14;0;25.32;40.00;1013.30;0.00;0.00;0.00;0.00;21.00;18.00;21.00;0.00;46.60;853.51;12.90;149.86;11.92;151.11;14.88;122.15;17.28;70.519;913.02;
2018;4;30;15;0;23.31;50.00;1014.20;0.00;0.50;0.00;0.00;0.30;1.00;0.00;0.00;59.81;809.90;7.97;161.57;6.73;164.48;5.04;180.00;7.56;58.224;896.83;
2018;4;30;16;0;24.46;45.00;1013.50;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;776.08;6.62;157.62;5.48;156.80;6.49;183.18;8.28;62.266;864.28;
2018;4;30;17;0;24.94;44.00;1012.90;0.00;0.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;657.71;7.29;147.09;6.49;146.31;5.51;168.69;6.84;41.701;804.0;
2018;4;30;18;0;24.88;44.00;1012.30;0.00;0.20;0.00;0.00;8.00;14.00;8.00;0.00;54.89;504.63;5.00;149.74;4.39;145.01;1.94;158.20;5.76;82.77;685.66;
2018;4;30;19;0;24.52;46.00;1012.70;0.00;0.00;0.00;0.00;97.00;21.00;97.00;0.00;0.00;332.86;5.82;158.20;5.48;156.80;2.28;161.57;7.56;30.006;409.42;
2018;4;30;20;0;22.95;54.00;1012.30;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;148.63;6.62;157.62;8.43;160.02;4.51;151.39;8.28;8.303;0.0;
2018;4;30;21;0;20.92;60.00;1012.10;0.00;0.00;0.00;0.00;2.10;7.00;0.00;0.00;0.00;10.68;7.90;155.77;13.24;157.62;1.08;90.00;12.24;0.142;0.0;
2018;4;30;22;0;20.00;65.00;1012.80;0.00;0.00;0.00;0.00;7.80;26.00;0.00;0.00;0.00;0.00;3.22;153.43;11.49;147.80;2.28;18.43;10.08;0;0.0;
2018;4;30;23;0;19.08;69.00;1013.30;0.00;0.00;0.00;0.00;22.50;75.00;7.00;0.00;0.00;0.00;0.36;270.00;4.51;151.39;1.48;14.04;5.04;0;0.0;
2018;5;1;0;0;19.15;69.00;1013.80;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;0.00;0.00;4.10;322.13;2.55;315.00;2.19;350.54;1.44;0;0.0;
2018;5;1;1;0;18.50;68.00;1013.70;0.00;0.00;0.00;0.00;30.00;100.00;29.00;0.00;0.00;0.00;8.09;327.72;6.41;321.84;4.45;345.96;5.40;0;0.0;
2018;5;1;2;0;18.06;64.00;1013.30;0.00;0.00;0.00;0.00;100.00;85.00;100.00;0.00;0.00;0.00;9.83;331.56;12.73;315.00;6.62;337.62;10.08;0;0.0;
2018;5;1;3;0;17.28;71.00;1013.60;0.00;0.00;0.00;0.00;93.00;21.00;93.00;0.00;0.00;0.00;12.90;337.01;23.02;333.03;9.23;339.44;18.00;0;0.0;
2018;5;1;4;0;16.33;74.00;1013.40;0.00;0.00;0.00;0.00;44.00;2.00;44.00;0.00;0.00;0.00;15.32;336.45;26.72;345.96;12.52;341.57;23.04;0;0.0;
2018;5;1;5;0;15.53;73.00;1013.40;0.00;0.00;0.00;0.00;6.60;22.00;2.00;0.00;0.00;0.00;16.42;334.00;32.56;341.97;13.10;339.08;28.08;0;0.0;
2018;5;1;6;0;15.14;72.00;1013.60;0.00;0.00;0.00;0.00;3.90;13.00;0.00;0.00;0.00;0.00;16.75;334.54;30.85;340.93;11.28;343.30;25.56;0;0.0;
2018;5;1;7;0;15.61;68.00;1013.40;0.00;0.00;0.00;0.00;73.00;11.00;73.00;0.00;6.04;8.90;17.73;330.83;31.10;339.68;13.21;342.55;29.16;0.077;322.87;
2018;5;1;8;0;19.18;55.00;1013.20;0.00;0.00;0.00;0.00;53.00;11.00;53.00;0.00;26.17;140.62;17.29;328.63;23.53;330.69;13.80;344.88;25.92;28.025;651.61;
2018;5;1;9;0;22.03;48.00;1013.10;0.00;0.00;0.00;0.00;1.00;2.00;1.00;0.00;59.36;330.19;15.58;326.31;18.78;327.53;11.37;349.05;21.60;81.386;787.17;
2018;5;1;10;0;24.60;43.00;1012.70;0.00;0.00;0.00;0.00;4.00;0.00;4.00;0.00;57.45;503.74;10.01;322.31;11.18;326.82;7.20;360.00;13.68;110.556;854.74;
2018;5;1;11;0;26.59;37.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;656.82;0.36;360.00;0.72;90.00;3.96;360.00;4.32;122.152;891.19;
2018;5;1;12;0;27.75;34.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;777.86;9.18;131.82;10.20;132.14;5.90;127.57;5.76;124.559;909.92;
2018;5;1;13;0;28.36;33.00;1011.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;855.29;11.53;128.66;10.80;126.87;10.59;125.31;9.72;121.946;916.31;
2018;5;1;14;0;28.97;31.00;1011.50;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;857.96;9.93;133.53;9.69;131.99;9.45;130.36;12.24;123.412;911.97;
2018;5;1;15;0;29.34;30.00;1011.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;844.61;10.30;143.53;9.50;142.70;9.59;145.71;11.16;118.745;895.84;
2018;5;1;16;0;29.48;29.00;1010.50;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;730.69;9.34;152.45;8.53;152.35;8.70;155.56;9.72;125.662;863.43;
2018;5;1;17;0;29.32;29.00;1010.80;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;616.77;8.09;159.15;7.57;154.65;7.63;160.71;7.56;117.871;803.52;
2018;5;1;18;0;28.71;30.00;1010.30;0.00;0.00;0.00;0.00;10.00;0.00;10.00;10.00;53.62;471.70;7.17;162.47;6.95;158.75;6.95;158.75;6.48;108.595;686.25;
2018;5;1;19;0;27.84;32.00;1009.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;321.29;7.42;165.96;8.21;164.74;7.75;158.20;6.12;75.71;414.02;
2018;5;1;20;0;25.97;39.00;1010.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.91;145.07;6.88;173.99;9.78;173.66;7.90;155.77;9.36;12.415;0.0;
2018;5;1;21;0;24.27;41.00;1009.70;0.00;0.00;0.00;0.00;2.70;9.00;0.00;0.00;0.00;9.79;5.15;167.91;11.84;160.46;9.20;149.42;10.44;0.836;0.0;
2018;5;1;22;0;23.18;46.00;1010.20;0.00;0.00;0.00;0.00;2.10;7.00;0.00;0.00;0.00;0.00;7.29;110.22;17.10;120.34;12.07;153.43;8.28;0;0.0;
2018;5;1;23;0;21.24;52.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.82;68.20;11.61;97.13;15.78;145.22;11.88;0;0.0;
2018;5;2;0;0;20.81;53.00;1011.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.32;360.00;3.67;101.31;17.06;134.14;8.64;0;0.0;
2018;5;2;1;0;20.46;54.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.01;338.96;0.36;270.00;16.36;129.64;7.20;0;0.0;
2018;5;2;2;0;19.82;56.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.35;312.27;2.97;284.04;17.97;122.74;7.92;0;0.0;
2018;5;2;3;0;19.10;56.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.71;308.29;6.49;303.69;17.28;125.68;9.72;0;0.0;
2018;5;2;4;0;18.37;54.00;1010.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.18;315.00;8.79;304.99;15.63;118.93;11.16;0;0.0;
2018;5;2;5;0;17.19;59.00;1010.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.44;313.60;13.53;298.61;17.25;113.36;11.16;0;0.0;
2018;5;2;6;0;16.87;59.00;1010.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.20;312.14;18.67;304.00;18.58;111.60;11.16;0;0.0;
2018;5;2;7;0;16.87;60.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.27;8.01;10.20;312.14;20.88;305.88;18.72;112.62;12.60;0.098;330.94;
2018;5;2;8;0;20.12;54.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;140.62;8.21;307.87;19.97;303.98;19.67;113.75;10.80;29.386;653.34;
2018;5;2;9;0;22.23;45.00;1011.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;327.52;3.24;270.00;6.64;282.53;20.47;113.86;6.12;83.132;787.16;
2018;5;2;10;0;23.29;44.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;507.30;6.15;159.44;5.24;164.05;20.61;109.38;11.16;110.879;854.13;
